DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10953851,"3-Benzylidene-2-hydroxy-4-methyl-3,4-dihydro-5H-1,4-benzodiazepin-5-one",31965-37-4,FYVKHLSOIIPVEH-UHFFFAOYSA-N,"3-Benzylidene-2-hydroxy-4-methyl-3,4-dihydro-5H-1,4-benzodiazepin-5-one",CN1C(=O)C2=CC=CC=C2N=C(O)C1=CC1=CC=CC=C1,"InChI=1S/C17H14N2O2/c1-19-15(11-12-7-3-2-4-8-12)16(20)18-14-10-6-5-9-13(14)17(19)21/h2-11H,1H3,(H,18,20)",C17H14N2O2,278.311,278.105528,8,,6,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30159237,Chlamydosporol,135063-30-8,HHOYYCAQWHQFFV-KGFZYKRKSA-N,"(7S,8S)-7-Hydroxy-4-methoxy-7,8-dimethyl-7,8-dihydro-2H,5H-pyrano[4,3-b]pyran-2-one",COC1=CC(=O)OC2=C1CO[C@](C)(O)[C@H]2C,"InChI=1S/C11H14O5/c1-6-10-7(5-15-11(6,2)13)8(14-3)4-9(12)16-10/h4,6,13H,5H2,1-3H3/t6-,11-/m0/s1",C11H14O5,226.228,226.084124,7,10,7,,4, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7021073,Ochratoxin A,303-47-9,RWQKHEORZBHNRI-BMIGLBTASA-N,"N-[(3R)-5-Chloro-8-hydroxy-3-methyl-1-oxo-3,4-dihydro-1H-2-benzopyran-7-carbonyl]-L-phenylalanine",C[C@@H]1CC2=C(C(=O)O1)C(O)=C(C=C2Cl)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,"InChI=1S/C20H18ClNO6/c1-10-7-12-14(21)9-13(17(23)16(12)20(27)28-10)18(24)22-15(19(25)26)8-11-5-3-2-4-6-11/h2-6,9-10,15,23H,7-8H2,1H3,(H,22,24)(H,25,26)/t10-,15+/m1/s1",C20H18ClNO6,403.82,403.082265,121,2172,89,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10959611,"12,13-Epoxytrichothec-9-ene-3,15-diol",38818-67-6,NBRKAFIHDFEBCP-OJVARPOJSA-N,"(3R)-12,13-Epoxytrichothec-9-ene-3,15-diol",[H][C@@]1(O)C[C@@]2(C)[C@]3(CO3)[C@]1([H])O[C@]1([H])C=C(C)CC[C@]21CO,"InChI=1S/C15H22O4/c1-9-3-4-14(7-16)11(5-9)19-12-10(17)6-13(14,2)15(12)8-18-15/h5,10-12,16-17H,3-4,6-8H2,1-2H3/t10-,11-,12-,13-,14-,15+/m1/s1",C15H22O4,266.337,266.151809,8,,12,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60937500,"10,10'-Dihydroxy-7,7'-dimethoxy-3,3'-dimethyl-3,3',4,4'-tetrahydro-1H,1'H-[8,8'-binaphtho[2,3-c]pyran]-1,1',6,6',9,9'-hexone",1685-91-2,WICHONPZVIYWIJ-UHFFFAOYSA-N,"10,10'-Dihydroxy-7,7'-dimethoxy-3,3'-dimethyl-3,3',4,4'-tetrahydro-1H,1'H-[8,8'-binaphtho[2,3-c]pyran]-1,1',6,6',9,9'-hexone",COC1=C(C(=O)C2=C(C=C3CC(C)OC(=O)C3=C2O)C1=O)C1=C(OC)C(=O)C2=C(C(O)=C3C(=O)OC(C)CC3=C2)C1=O,"InChI=1S/C30H22O12/c1-9-5-11-7-13-17(23(33)15(11)29(37)41-9)25(35)19(27(39-3)21(13)31)20-26(36)18-14(22(32)28(20)40-4)8-12-6-10(2)42-30(38)16(12)24(18)34/h7-10,33-34H,5-6H2,1-4H3",C30H22O12,574.494,574.111126,10,,14,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80893270,Chaetoviridin A,128252-98-2,HWSQVPGTQUYLEQ-CCBHEJLASA-N,"(6aS)-5-Chloro-9-[(2S,3R)-3-hydroxy-2-methylbutanoyl]-6a-methyl-3-[(1E,3S)-3-methylpent-1-en-1-yl]-6H-furo[2,3-h][2]benzopyran-6,8(6aH)-dione",[H]O[C@H](C)[C@H](C)C(=O)C1=C2C3=COC(\C=C\[C@@H](C)CC)=CC3=C(Cl)C(=O)[C@@]2(C)OC1=O,"InChI=1S/C23H25ClO6/c1-6-11(2)7-8-14-9-15-16(10-29-14)18-17(20(26)12(3)13(4)25)22(28)30-23(18,5)21(27)19(15)24/h7-13,25H,6H2,1-5H3/b8-7+/t11-,12-,13+,23-/m0/s1",C23H25ClO6,432.9,432.133966,12,,21,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60891799,Altenuene,29752-43-0,MMHTXEATDNFMMY-WBIUFABUSA-N,"(2S,3S,4aS)-2,3,7-Trihydroxy-9-methoxy-4a-methyl-2,3,4,4a-tetrahydro-6H-dibenzo[b,d]pyran-6-one",COC1=CC2=C(C(=O)O[C@@]3(C)C[C@H](O)[C@@H](O)C=C23)C(O)=C1,"InChI=1S/C15H16O6/c1-15-6-12(18)10(16)5-9(15)8-3-7(20-2)4-11(17)13(8)14(19)21-15/h3-5,10,12,16-18H,6H2,1-2H3/t10-,12-,15-/m0/s1",C15H16O6,292.287,292.094688,26,,32,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6021298,T-2 toxin,21259-20-1,BXFOFFBJRFZBQZ-QYWOHJEZSA-N,"4beta,15-Bis(acetyloxy)-3alpha-hydroxy-12,13-epoxytrichothec-9-en-8alpha-yl 3-methylbutanoate",CC(C)CC(=O)O[C@H]1C[C@@]2(COC(C)=O)[C@H](O[C@@H]3[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@]32CO2)C=C1C,"InChI=1S/C24H34O9/c1-12(2)7-18(27)32-16-9-23(10-29-14(4)25)17(8-13(16)3)33-21-19(28)20(31-15(5)26)22(23,6)24(21)11-30-24/h8,12,16-17,19-21,28H,7,9-11H2,1-6H3/t16-,17+,19+,20+,21+,22+,23+,24-/m0/s1",C24H34O9,466.527,466.220283,85,1014,40,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10891800,Altersolanol A,22268-16-2,VSMBLBOUQJNJIL-JJXSEGSLSA-N,"(1R,2S,3R,4S)-1,2,3,4,5-Pentahydroxy-7-methoxy-2-methyl-1,2,3,4-tetrahydroanthracene-9,10-dione",COC1=CC2=C(C(O)=C1)C(=O)C1=C([C@@H](O)[C@](C)(O)[C@H](O)[C@H]1O)C2=O,"InChI=1S/C16H16O8/c1-16(23)14(21)10-9(13(20)15(16)22)12(19)8-6(11(10)18)3-5(24-2)4-7(8)17/h3-4,13-15,17,20-23H,1-2H3/t13-,14+,15+,16-/m0/s1",C16H16O8,336.296,336.084517,18,,33,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00986572,"7-(Propan-2-ylidene)octahydro-1H-3,9a-methanocyclopenta[c]oxocine-4-carboperoxoic acid",67309-95-9,AMVWWAIZPPESMM-KLNSDEMFSA-N,"(3R,4R)-7-(Propan-2-ylidene)octahydro-1H-3,9a-methanocyclopenta[c]oxocine-4-carboperoxoic acid",[H][C@@]12CC3(CCC(=C(C)C)C3([H])CC[C@@]1([H])C(=O)OO)CO2,"InChI=1S/C15H22O4/c1-9(2)10-5-6-15-7-13(18-8-15)11(14(16)19-17)3-4-12(10)15/h11-13,17H,3-8H2,1-2H3/t11-,12?,13-,15?/m1/s1",C15H22O4,266.337,266.151809,8,,4,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00205432,Festuclavine,569-26-6,VLMZMRDOMOGGFA-WDBKCZKBSA-N,"6,8beta-Dimethylergoline",C[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C)C1,"InChI=1S/C16H20N2/c1-10-6-13-12-4-3-5-14-16(12)11(8-17-14)7-15(13)18(2)9-10/h3-5,8,10,13,15,17H,6-7,9H2,1-2H3/t10-,13-,15-/m1/s1",C16H20N2,240.35,240.162649,18,9,25,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20894024,Andrastin C,NOCAS_894024,AWMJEDMVXAOTQZ-QUQNHZJXSA-N,"Methyl 3beta-(acetyloxy)-17-hydroxy-4,4,8,12,16-pentamethyl-15-oxo-5beta,8alpha,9beta,10alpha,13alpha-androsta-11,16-diene-14-carboxylate",[H][C@]12CC[C@@]3(C)[C@@]([H])(C=C(C)[C@@]4(C)C(O)=C(C)C(=O)[C@@]34C(=O)OC)[C@]1(C)CC[C@H](OC(C)=O)C2(C)C,"InChI=1S/C28H40O6/c1-15-14-19-25(6)12-11-20(34-17(3)29)24(4,5)18(25)10-13-26(19,7)28(23(32)33-9)22(31)16(2)21(30)27(15,28)8/h14,18-20,30H,10-13H2,1-9H3/t18-,19+,20+,25-,26+,27+,28-/m1/s1",C28H40O6,472.622,472.282489,9,,7,,4, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30220754,Semivioxanthin,70477-26-8,BWNCKEBBYADFPQ-SSDOTTSWSA-N,"(3R)-9,10-Dihydroxy-7-methoxy-3-methyl-3,4-dihydro-1H-naphtho[2,3-c]pyran-1-one",COC1=CC(O)=C2C(O)=C3C(=O)O[C@H](C)CC3=CC2=C1,"InChI=1S/C15H14O5/c1-7-3-8-4-9-5-10(19-2)6-11(16)12(9)14(17)13(8)15(18)20-7/h4-7,16-17H,3H2,1-2H3/t7-/m1/s1",C15H14O5,274.272,274.084124,10,2,15,,4, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10241922,"7,8-Dihydroxycalonectrin",95673-99-7,JSKXQQKSUOVSKS-MAORFSPBSA-N,"7,8-Dihydroxy-3alpha,7alpha,8alpha-12,13-epoxytrichothec-9-ene-3,15-diyl diacetate",[H][C@@]12O[C@]3([H])C=C(C)[C@@H](O)[C@@H](O)[C@]3(COC(C)=O)[C@@](C)(C[C@H]1OC(C)=O)[C@]21CO1,"InChI=1S/C19H26O8/c1-9-5-13-18(7-24-10(2)20,15(23)14(9)22)17(4)6-12(26-11(3)21)16(27-13)19(17)8-25-19/h5,12-16,22-23H,6-8H2,1-4H3/t12-,13-,14-,15-,16-,17-,18-,19+/m1/s1",C19H26O8,382.409,382.162768,11,,9,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40980817,"N-(5-Benzyl-10b-hydroxy-2-methyl-3,6-dioxooctahydro-8H-[1,3]oxazolo[3,2-a]pyrrolo[2,1-c]pyrazin-2-yl)-6-methyl-9,10-didehydroergoline-8-carboximidic acid",639-81-6,XCGSFFUVFURLIX-BRMNWJGKSA-N,"N-[(2R,5S,10aS,10bS)-5-Benzyl-10b-hydroxy-2-methyl-3,6-dioxooctahydro-8H-[1,3]oxazolo[3,2-a]pyrrolo[2,1-c]pyrazin-2-yl]-6-methyl-9,10-didehydroergoline-8alpha-carboximidic acid",[H][C@@]12CCCN1C(=O)[C@]([H])(CC1=CC=CC=C1)N1C(=O)[C@@](C)(O[C@@]21O)N=C(O)[C@]1([H])CN(C)[C@]2([H])CC3=CNC4=CC=CC(=C34)C2=C1,"InChI=1S/C33H35N5O5/c1-32(35-29(39)21-15-23-22-10-6-11-24-28(22)20(17-34-24)16-25(23)36(2)18-21)31(41)38-26(14-19-8-4-3-5-9-19)30(40)37-13-7-12-27(37)33(38,42)43-32/h3-6,8-11,15,17,21,25-27,34,42H,7,12-14,16,18H2,1-2H3,(H,35,39)/t21-,25+,26-,27-,32+,33-/m0/s1",C33H35N5O5,581.673,581.263819,13,,18,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10185731,Moniliformin,31876-38-7,KGPQKNJSZNXOPV-UHFFFAOYSA-N,"3-Hydroxycyclobut-3-ene-1,2-dione",OC1=CC(=O)C1=O,"InChI=1S/C4H2O3/c5-2-1-3(6)4(2)7/h1,5H",C4H2O3,98.057,98.000394,33,143,49,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70942302,"3-Methylidene-4-octyldihydrofuro[3,4-b]furan-2,6(3H,4H)-dione",20223-76-1,GSTQYRQXFPSWSH-UHFFFAOYSA-N,"3-Methylidene-4-octyldihydrofuro[3,4-b]furan-2,6(3H,4H)-dione",CCCCCCCCC1OC(=O)C2OC(=O)C(=C)C12,"InChI=1S/C15H22O4/c1-3-4-5-6-7-8-9-11-12-10(2)14(16)19-13(12)15(17)18-11/h11-13H,2-9H2,1H3",C15H22O4,266.337,266.151809,8,,19,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID001003201,HC-Toxin,83209-65-8,GNYCTMYOHGBSBI-SVZOTFJBSA-N,"(3S,6R,9S,14aR)-3,6-Dimethyl-9-{6-[(2S)-oxiran-2-yl]-6-oxohexyl}decahydropyrrolo[1,2-a][1,4,7,10]tetraazacyclododecine-1,4,7,10-tetrone",[H][C@]12CCCN1C(=O)[C@]([H])(CCCCCC(=O)[C@@H]1CO1)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC2=O,"InChI=1S/C21H32N4O6/c1-12-18(27)22-13(2)19(28)24-14(7-4-3-5-9-16(26)17-11-31-17)21(30)25-10-6-8-15(25)20(29)23-12/h12-15,17H,3-11H2,1-2H3,(H,22,27)(H,23,29)(H,24,28)/t12-,13+,14-,15+,17-/m0/s1",C21H32N4O6,436.509,436.232185,16,,14,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70222535,Aflatoxin B2,7220-81-7,WWSYXEZEXMQWHT-WNWIJWBNSA-N,"(6aR,9aS)-4-Methoxy-2,3,6a,8,9,9a-hexahydrocyclopenta[c]furo[3',2':4,5]furo[2,3-h][1]benzopyran-1,11-dione",COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C2[C@@H]3CCO[C@@H]3OC2=C1,"InChI=1S/C17H14O6/c1-20-10-6-11-14(8-4-5-21-17(8)22-11)15-13(10)7-2-3-9(18)12(7)16(19)23-15/h6,8,17H,2-5H2,1H3/t8-,17+/m0/s1",C17H14O6,314.293,314.079038,67,164,56,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60197283,Citromycetin,478-60-4,PKEPGKZPVDAVKI-UHFFFAOYSA-N,"8,9-Dihydroxy-2-methyl-4-oxo-4H,5H-pyrano[3,2-c][1]benzopyran-10-carboxylic acid",CC1=CC(=O)C2=C(O1)C1=C(OC2)C=C(O)C(O)=C1C(O)=O,"InChI=1S/C14H10O7/c1-5-2-7(15)6-4-20-9-3-8(16)12(17)11(14(18)19)10(9)13(6)21-5/h2-3,16-17H,4H2,1H3,(H,18,19)",C14H10O7,290.227,290.042653,19,7,46,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60919740,"12,13-Epoxytrichothec-9-en-3-yl acetate",91423-90-4,OZXJPPYWZVBMGW-DJXIOKRSSA-N,"(3R,12xi)-12,13-Epoxytrichothec-9-en-3-yl acetate",[H][C@]1(CC2(C)C3(CO3)[C@]1([H])O[C@]1([H])C=C(C)CC[C@]21C)OC(C)=O,"InChI=1S/C17H24O4/c1-10-5-6-15(3)13(7-10)21-14-12(20-11(2)18)8-16(15,4)17(14)9-19-17/h7,12-14H,5-6,8-9H2,1-4H3/t12-,13-,14-,15+,16?,17?/m1/s1",C17H24O4,292.375,292.167459,6,,9,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4023597,Streptomycin A,57-92-1,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"N,N'-[(1R,2R,3S,4R,5R,6S)-4-({5-Deoxy-2-O-[2-deoxy-2-(methylamino)-alpha-L-glucopyranosyl]-3-C-formyl-alpha-L-lyxofuranosyl}oxy)-2,5,6-trihydroxycyclohexane-1,3-diyl]diguanidine",[H][C@@]1(O[C@H]2[C@H](O[C@@]3([H])[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]3NC(N)=N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1NC,"InChI=1S/C21H39N7O12/c1-5-21(36,4-30)16(40-17-9(26-2)13(34)10(31)6(3-29)38-17)18(37-5)39-15-8(28-20(24)25)11(32)7(27-19(22)23)12(33)14(15)35/h4-18,26,29,31-36H,3H2,1-2H3,(H4,22,23,27)(H4,24,25,28)/t5-,6-,7+,8-,9-,10-,11+,12-,13-,14+,15+,16-,17-,18-,21+/m0/s1",C21H39N7O12,581.58,581.265670,134,21466,160,2,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40151782,Fumonisin A1,117415-48-2,ADACAMXIRQREOB-XUJMDKETSA-N,"(2R,2'R)-2,2'-{[(5R,6R,7S,9S,11R,16S,18R,19R)-19-Acetamido-11,16,18-trihydroxy-5,9-dimethylicosane-6,7-diyl]bis[oxy(2-oxoethane-2,1-diyl)]}dibutanedioic acid",CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(O)=O)C(O)=O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@H](O)C[C@@H](O)[C@@H](C)NC(C)=O)OC(=O)C[C@@H](CC(O)=O)C(O)=O,"InChI=1S/C36H61NO16/c1-6-7-10-21(3)34(53-33(47)18-25(36(50)51)16-31(44)45)29(52-32(46)17-24(35(48)49)15-30(42)43)14-20(2)13-26(39)11-8-9-12-27(40)19-28(41)22(4)37-23(5)38/h20-22,24-29,34,39-41H,6-19H2,1-5H3,(H,37,38)(H,42,43)(H,44,45)(H,48,49)(H,50,51)/t20-,21+,22+,24+,25+,26+,27-,28+,29-,34+/m0/s1",C36H61NO16,763.875,763.399035,19,6,10,,4, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5048689,Dihydroergocryptine,25447-66-9,PBUNVLRHZGSROC-VTIMJTGVSA-N,"12'-Hydroxy-5'alpha-(2-methylpropyl)-3',6',18-trioxo-2'-(propan-2-yl)-10alpha-9,10-dihydroergotaman",[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,"InChI=1S/C32H43N5O5/c1-17(2)12-25-29(39)36-11-7-10-26(36)32(41)37(25)30(40)31(42-32,18(3)4)34-28(38)20-13-22-21-8-6-9-23-27(21)19(15-33-23)14-24(22)35(5)16-20/h6,8-9,15,17-18,20,22,24-26,33,41H,7,10-14,16H2,1-5H3,(H,34,38)/t20-,22-,24-,25+,26+,31-,32+/m1/s1",C32H43N5O5,577.726,577.326420,45,21,40,,1,6/79,8.0,79
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2023307,Methysergide,361-37-5,KPJZHOPZRAFDTN-ZRGWGRIASA-N,"N-[(2S)-1-Hydroxybutan-2-yl]-1,6-dimethyl-9,10-didehydroergoline-8beta-carboxamide",[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,"InChI=1S/C21H27N3O2/c1-4-15(12-25)22-21(26)14-8-17-16-6-5-7-18-20(16)13(10-23(18)2)9-19(17)24(3)11-14/h5-8,10,14-15,19,25H,4,9,11-12H2,1-3H3,(H,22,26)/t14-,15+,19-/m1/s1",C21H27N3O2,353.466,353.210327,95,2867,65,,1,12/235,5.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40965124,"3-Benzyl-2-hydroxy-4-methyl-3,4-dihydro-5H-1,4-benzodiazepin-5-one",50886-63-0,KSQNKZMAMGACTL-HNNXBMFYSA-N,"(3S)-3-Benzyl-2-hydroxy-4-methyl-3,4-dihydro-5H-1,4-benzodiazepin-5-one",[H][C@@]1(CC2=CC=CC=C2)N(C)C(=O)C2=CC=CC=C2N=C1O,"InChI=1S/C17H16N2O2/c1-19-15(11-12-7-3-2-4-8-12)16(20)18-14-10-6-5-9-13(14)17(19)21/h2-10,15H,11H2,1H3,(H,18,20)/t15-/m0/s1",C17H16N2O2,280.327,280.121178,7,,25,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80958015,"2',4,6-Trimethoxy-6'-methyl-3H-spiro[1-benzofuran-2,1'-cyclohex[2]ene]-3,4'-dione",3680-32-8,QPCYNIYZPDJCMB-UHFFFAOYSA-N,"2',4,6-Trimethoxy-6'-methyl-3H-spiro[[1]benzofuran-2,1'-cyclohex[2]ene]-3,4'-dione",COC1=CC(OC)=C2C(OC3(C(C)CC(=O)C=C3OC)C2=O)=C1,"InChI=1S/C17H18O6/c1-9-5-10(18)6-14(22-4)17(9)16(19)15-12(21-3)7-11(20-2)8-13(15)23-17/h6-9H,5H2,1-4H3",C17H18O6,318.325,318.110338,17,,27,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90891848,Stachybocin B,158827-61-3,ZRTGPZGAMCJZNA-UHFFFAOYSA-N,"6-(4,6'-Dihydroxy-2',5',5',8'a-tetramethyl-6-oxo-3',4',4'a,5',6,6',7',8,8',8'a-decahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalen]-7(3H)-yl)-2-(4,6',7'-trihydroxy-2',5',5',8'a-tetramethyl-6-oxo-
3',4',4'a,5',6,6',7',8,8',8'a-decahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalen]-7(3H)-yl)hexanoic acid",CC1CCC2C(C)(C)C(O)CCC2(C)C11CC2=C(O1)C1=C(C=C2O)C(=O)N(CCCCC(N2CC3=C(C=C(O)C4=C3OC3(C4)C(C)CCC4C(C)(C)C(O)C(O)CC34C)C2=O)C(O)=O)C1,"InChI=1S/C52H70N2O11/c1-26-12-14-38-47(3,4)40(58)16-17-49(38,7)51(26)21-30-35(55)19-28-32(41(30)64-51)24-53(44(28)60)18-10-9-11-34(46(62)63)54-25-33-29(45(54)61)20-36(56)31-22-52(65-42(31)33)27(2)13-15-39-48(5,6)43(59)37(57)23-50(39,52)8/h19-20,26-27,34,37-40,43,55-59H,9-18,21-25H2,1-8H3,(H,62,63)",C52H70N2O11,899.135,898.497961,9,,2,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022533,beta-Zearalenol,71030-11-0,FPQFYIAXQDXNOR-PMRAARRBSA-N,"(3S,7S,11E)-7,14,16-Trihydroxy-3-methyl-3,4,5,6,7,8,9,10-octahydro-1H-2-benzoxacyclotetradecin-1-one",C[C@H]1CCC[C@@H](O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,"InChI=1S/C18H24O5/c1-12-6-5-9-14(19)8-4-2-3-7-13-10-15(20)11-16(21)17(13)18(22)23-12/h3,7,10-12,14,19-21H,2,4-6,8-9H2,1H3/b7-3+/t12-,14-/m0/s1",C18H24O5,320.385,320.162374,49,159,49,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10891789,Averufin,14016-29-6,RYFFZJHGQCKWMV-YUNKPMOVSA-N,"(2S,6S)-7,9,11-Trihydroxy-2-methyl-3,4,5,6-tetrahydro-2H-2,6-epoxyanthra[2,3-b]oxocine-8,13-dione",[H][C@]12CCC[C@](C)(OC3=CC4=C(C(O)=C13)C(=O)C1=C(C=C(O)C=C1O)C4=O)O2,"InChI=1S/C20H16O7/c1-20-4-2-3-12(26-20)16-13(27-20)7-10-15(19(16)25)18(24)14-9(17(10)23)5-8(21)6-11(14)22/h5-7,12,21-22,25H,2-4H2,1H3/t12-,20-/m0/s1",C20H16O7,368.341,368.089603,20,,20,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80894005,Malformin A2,NOCAS_894005,KRQRRZFXHYYNSO-MTSZKFMLSA-N,"(1S,4S,7R,10S,13S)-7-(2-Methylpropyl)-4,10-di(propan-2-yl)-15,16-dithia-2,5,8,11,19-pentaazabicyclo[11.4.2]nonadecane-3,6,9,12,18-pentone",[H][C@@]12CSSC[C@@]([H])(NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC1=O)C(C)C)C(C)C)C(=O)N2,"InChI=1S/C22H37N5O5S2/c1-10(2)7-13-18(28)26-17(12(5)6)22(32)25-14-8-33-34-9-15(24-19(14)29)20(30)27-16(11(3)4)21(31)23-13/h10-17H,7-9H2,1-6H3,(H,23,31)(H,24,29)(H,25,32)(H,26,28)(H,27,30)/t13-,14-,15-,16+,17+/m1/s1",C22H37N5O5S2,515.69,515.223612,8,,7,,4, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5032498,Triclosan,3380-34-5,XEFQLINVKFYRCS-UHFFFAOYSA-N,"5-Chloro-2-(2,4-dichlorophenoxy)phenol",OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,"InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H",C12H7Cl3O2,289.54,287.951163,339,2221,252,28,1,437/1316,33.0,1316
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40192079,15-Desacetylcalonectrin,38818-66-5,DFPPNUOWRKIOKO-KWRZAIAESA-N,"15-Hydroxy-12,13-epoxytrichothec-9-en-3alpha-yl acetate",[H][C@@]12O[C@]3([H])C=C(C)CC[C@]3(CO)[C@@](C)(C[C@H]1OC(C)=O)[C@]21CO1,"InChI=1S/C17H24O5/c1-10-4-5-16(8-18)13(6-10)22-14-12(21-11(2)19)7-15(16,3)17(14)9-20-17/h6,12-14,18H,4-5,7-9H2,1-3H3/t12-,13-,14-,15-,16-,17+/m1/s1",C17H24O5,308.374,308.162374,18,,10,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60978599,Fumigaclavine C,62867-47-4,OSICWVVWEXKSBD-HXLPLIFYSA-N,"(10xi)-6,8beta-Dimethyl-2-(2-methylbut-3-en-2-yl)ergolin-9beta-yl acetate",[H][C@]1(C)CN(C)[C@]2([H])CC3=C(NC4=CC=CC(=C34)C2([H])[C@@]1([H])OC(C)=O)C(C)(C)C=C,"InChI=1S/C23H30N2O2/c1-7-23(4,5)22-16-11-18-20(15-9-8-10-17(24-22)19(15)16)21(27-14(3)26)13(2)12-25(18)6/h7-10,13,18,20-21,24H,1,11-12H2,2-6H3/t13-,18+,20?,21-/m0/s1",C23H30N2O2,366.505,366.230728,12,,8,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30908828,"12,13-Epoxytrichothec-9-en-3-ol",104155-10-4,ICJDGHMOMSQSLB-PYMBJFBLSA-N,"(3R,12xi)-12,13-Epoxytrichothec-9-en-3-ol",[H][C@@]1(O)C[C@@]2(C)C3(CO3)[C@]1([H])O[C@]1([H])C=C(C)CC[C@]21C,"InChI=1S/C15H22O3/c1-9-4-5-13(2)11(6-9)18-12-10(16)7-14(13,3)15(12)8-17-15/h6,10-12,16H,4-5,7-8H2,1-3H3/t10-,11-,12-,13+,14-,15?/m1/s1",C15H22O3,250.338,250.156895,6,,9,,5, ,,
